id,observed_on,time_observed_at,user_id,user_login,url,place_guess,latitude,longitude,positional_accuracy,place_county_name,place_state_name,place_country_name,scientific_name,taxon_family_name,field:collection site description,field:number of bees collected,field:oba collection method,field:oba collector id,field:sample id,field:trap installed,field:trap removed
25594557,5/22/2019,2019-05-23 00:15:42 UTC,792468,molfamily,https://www.inaturalist.org/observations/25594557,"Baker County, US-OR, US",44.66175178,-117.11342,48,Baker,Oregon,United States,Phacelia heterophylla,Boraginaceae,Huntington,1,net,,343,,
25594816,5/22/2019,2019-05-22 21:51:04 UTC,792775,dto,https://www.inaturalist.org/observations/25594816,"Baker County, US-OR, US",44.39323594,-117.245559,20,Baker,Oregon,United States,Rosa canina,Rosaceae,Huntington,1,net,,110,,
25594865,5/22/2019,2019-05-22 21:52:26 UTC,792775,dto,https://www.inaturalist.org/observations/25594865,"Baker County, US-OR, US",44.39323633,-117.2455947,14,Baker,Oregon,United States,Achillea millefolium,Asteraceae,Huntington,1,net,,111,,
25594889,5/22/2019,2019-05-22 23:27:55 UTC,792775,dto,https://www.inaturalist.org/observations/25594889,"Baker County, US-OR, US",44.59913907,-117.1319142,18,Baker,Oregon,United States,Tonella floribunda,Plantaginaceae,Huntington,11,net,,112,,
25594921,5/22/2019,2019-05-23 00:21:46 UTC,792775,dto,https://www.inaturalist.org/observations/25594921,"Baker County, US-OR, US",44.6612403,-117.113744,9,Baker,Oregon,United States,Phacelia heterophylla,Boraginaceae,Huntington,2,net,,113,,
25594940,5/22/2019,2019-05-23 00:31:00 UTC,792775,dto,https://www.inaturalist.org/observations/25594940,"Baker County, US-OR, US",44.66546348,-117.1171781,32,Baker,Oregon,United States,Erythranthe guttata,Phrymaceae,Huntington,1,net,,114,,
25595021,5/22/2019,2019-05-23 00:19:50 UTC,792468,molfamily,https://www.inaturalist.org/observations/25595021,"Baker County, US-OR, US",44.6627702,-117.1139416,8,Baker,Oregon,United States,Penstemon deustus,Plantaginaceae,Huntington,2,net,,344,,
25595109,5/22/2019,2019-05-23 00:35:48 UTC,792468,molfamily,https://www.inaturalist.org/observations/25595109,"Baker County, US-OR, US",44.66278685,-117.1139756,16,Baker,Oregon,United States,Tonella floribunda,Plantaginaceae,Huntington,1,net,,345,,
25595130,5/22/2019,2019-05-23 00:44:11 UTC,792468,molfamily,https://www.inaturalist.org/observations/25595130,"Baker County, US-OR, US",44.66712913,-117.1163896,12,Baker,Oregon,United States,Scutellaria angustifolia,Lamiaceae,Huntington,,net,,341,,
25596413,5/22/2019,2019-05-22 21:20:08 UTC,327525,brianalindh,https://www.inaturalist.org/observations/25596413,"5444–5560 Zena Rd NW, Salem, OR, US",45.022125,-123.1452945,165,Polk,Oregon,United States,Eschscholzia californica,Papaveraceae,5570 Zena Road,4,net,,160,,
25596428,5/22/2019,2019-05-22 21:29:33 UTC,327525,brianalindh,https://www.inaturalist.org/observations/25596428,"5570 Zena Rd NW, Salem, OR, US",45.02169167,-123.145675,5,Polk,Oregon,United States,Borago officinalis,Boraginaceae,5570 Zena Road,3,net,,161,,
25596476,5/22/2019,2019-05-22 21:43:22 UTC,327525,brianalindh,https://www.inaturalist.org/observations/25596476,"5560 Zena Rd NW, Salem, OR, US",45.02116383,-123.1441805,10,Polk,Oregon,United States,Rosa nutkana,Rosaceae,5570 Zena Road,1,net,,162,,
25596491,5/22/2019,2019-05-22 21:55:18 UTC,327525,brianalindh,https://www.inaturalist.org/observations/25596491,"5560 Zena Rd NW, Salem, OR, US",45.0211555,-123.1482555,10,Polk,Oregon,United States,Rubus ursinus,Rosaceae,5570 Zena Road,6,net,,163,,
25596517,5/22/2019,2019-05-22 21:58:06 UTC,327525,brianalindh,https://www.inaturalist.org/observations/25596517,"97304, Salem, OR, US",45.02128617,-123.1484612,3851,Polk,Oregon,United States,Geranium lucidum,Geraniaceae,5570 Zena Road,1,net,,164,,
25596571,5/22/2019,2019-05-22 23:02:47 UTC,327525,brianalindh,https://www.inaturalist.org/observations/25596571,"5570 Zena Rd NW, Salem, OR, US",45.02205,-123.1459055,10,Polk,Oregon,United States,,,5570 Zena Road,1,net,,166,,
25598350,5/22/2019,2019-05-23 00:48:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/25598350,"Josephine County, OR, USA",42.48411111,-123.433425,5932,Josephine,Oregon,United States,Triteleia hyacinthina,Asparagaceae,"OR: Josephine Co., Limpy Creek Botantical Area",2,net,,117,,
25598540,5/22/2019,2019-05-23 02:34:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/25598540,"Douglas County, OR, USA",42.3588,-123.4129,73196,Josephine,Oregon,United States,Plectritis congesta,Caprifoliaceae,"OR: Josephine Co., Fish Hatchery Park",3,net,,118,,
25598800,5/22/2019,,620505,judithmaxwell,https://www.inaturalist.org/observations/25598800,"Josephine County, OR, USA",42.3588,-123.4129,1953,Josephine,Oregon,United States,Eriophyllum lanatum,Asteraceae,,1,net,,119,,
25603004,5/22/2019,2019-05-22 22:26:37 UTC,841568,lohump,https://www.inaturalist.org/observations/25603004,"Lane County, US-OR, US",44.09333399,-123.0244734,,Lane,Oregon,United States,Lupinus rivularis,Fabaceae,"Eugene, Wild Iris Ridge Park",3,net,,1,,
25603070,5/22/2019,2019-05-23 00:20:54 UTC,1462047,marksg,https://www.inaturalist.org/observations/25603070,"Tualatin Hills Nature Reserve, Beaverton, OR, US",45.50334533,-122.839995,1414,Washington,Oregon,United States,Cornus sericea,Cornaceae,,1,net,,54,,
25603076,5/22/2019,2019-05-23 00:37:25 UTC,1462047,marksg,https://www.inaturalist.org/observations/25603076,"Outside Tualatin Hills Nature Reserve, Beaverton, OR, US",45.49962947,-122.8375979,2000,Washington,Oregon,United States,Lupinus polyphyllus,Fabaceae,,1,net,,55,,
25603086,5/22/2019,2019-05-23 00:42:52 UTC,1462047,marksg,https://www.inaturalist.org/observations/25603086,"Just east of Tualatin Hills Nature Reserve, Beaverton, OR, US",45.49916013,-122.8372951,2000,Washington,Oregon,United States,Vicia sativa,Fabaceae,Near high tension power line tower east of Tualatin Hills Nature Reserve,1,net,,56,,
25603094,5/22/2019,2019-05-23 00:50:06 UTC,1462047,marksg,https://www.inaturalist.org/observations/25603094,"Just east of Tualatin Hills Nature Reserve, Beaverton, OR, US",45.50232125,-122.8381589,5,Washington,Oregon,United States,Myrrhis odorata,Apiaceae,Near high tension power line tower east of Tualatin Hills Nature Reserve,6,net,,57,,
25603145,5/22/2019,2019-05-22 22:37:22 UTC,841568,lohump,https://www.inaturalist.org/observations/25603145,"Wild Iris Ridge Park, Eugene, OR, USA",44.02187729,-123.1582413,,Lane,Oregon,United States,,,"Eugene, Wild Iris Ridge Park",2,net,,2,,
25603415,5/22/2019,2019-05-22 22:43:43 UTC,841568,lohump,https://www.inaturalist.org/observations/25603415,"Wild Iris Ridge Park, Eugene, OR, USA",44.02194977,-123.1583252,,Lane,Oregon,United States,Lomatium nudicaule,Apiaceae,"Eugene, Wild Iris Ridge Park",9,net,,3,,
25603458,5/22/2019,2019-05-22 23:22:21 UTC,841568,lohump,https://www.inaturalist.org/observations/25603458,"Wild Iris Ridge Park, Eugene, OR 97405, USA",44.02145386,-123.1605301,,Lane,Oregon,United States,Trifolium repens,Fabaceae,"Eugene, Wild Iris Ridge Park",1,net,,4,,
25616578,5/22/2019,2019-05-22 23:33:25 UTC,1447015,phylismcintosh,https://www.inaturalist.org/observations/25616578,"97527, Grants Pass, OR, US",42.35882774,-123.4133806,30,Josephine,Oregon,United States,Plectritis,Caprifoliaceae,Dry meadow,4,net,,30,,
25631523,5/23/2019,2019-05-23 16:20:45 UTC,792468,molfamily,https://www.inaturalist.org/observations/25631523,"Union County, US-OR, US",45.10368821,-117.6779035,128,Union,Oregon,United States,Arctostaphylos adenotricha,Ericaceae,Pond ODA,1,net,,342,,
25631897,5/23/2019,2019-05-23 16:31:13 UTC,792468,molfamily,https://www.inaturalist.org/observations/25631897,"Union County, US-OR, US",45.10318039,-117.6777997,96,Union,Oregon,United States,Fragaria vesca,Rosaceae,Pondisa,2,net,,243,,
25631930,5/23/2019,2019-05-23 16:46:27 UTC,792468,molfamily,https://www.inaturalist.org/observations/25631930,"Union County, US-OR, US",45.1033544,-117.6781636,16,Union,Oregon,United States,Arnica cordifolia,Asteraceae,Pondosa,2,net,,344,,
25631951,5/23/2019,2019-05-23 16:58:11 UTC,792468,molfamily,https://www.inaturalist.org/observations/25631951,"Union County, US-OR, US",45.10190546,-117.6831066,24,Union,Oregon,United States,Ribes viscosissimum,Grossulariaceae,Pondosa,1,net,,345,,
25632039,5/23/2019,2019-05-23 17:09:39 UTC,792468,molfamily,https://www.inaturalist.org/observations/25632039,"Union County, US-OR, US",45.10273808,-117.6921377,12,Union,Oregon,United States,Delphinium depauperatum,Ranunculaceae,Pondosa,1,net,,346,,
25632081,5/23/2019,2019-05-23 17:15:37 UTC,792468,molfamily,https://www.inaturalist.org/observations/25632081,"Union County, US-OR, US",45.10263083,-117.6920175,12,Union,Oregon,United States,Mertensia longiflora,Boraginaceae,Pondosa,1,net,,347,,
25632114,5/23/2019,2019-05-23 17:19:46 UTC,792468,molfamily,https://www.inaturalist.org/observations/25632114,"Union County, US-OR, US",45.10265552,-117.6923654,24,Union,Oregon,United States,Taraxacum officinale,Asteraceae,Pondosa,1,net,,348,,
25632157,5/23/2019,2019-05-23 18:02:33 UTC,792468,molfamily,https://www.inaturalist.org/observations/25632157,"Union County, US-OR, US",45.0944577,-117.7181437,12,Union,Oregon,United States,Nothocalais alpestris,Asteraceae,Pondosa,1,net,,349,,
25632175,5/23/2019,2019-05-23 18:08:03 UTC,792468,molfamily,https://www.inaturalist.org/observations/25632175,"Union County, US-OR, US",45.09448157,-117.7178803,32,Union,Oregon,United States,Toxicoscordion paniculatum,Melanthiaceae,Pondosa,1,net,,350,,
25632239,5/23/2019,2019-05-23 18:21:30 UTC,792468,molfamily,https://www.inaturalist.org/observations/25632239,"Union County, US-OR, US",45.09318346,-117.7157056,24,Union,Oregon,United States,Lupinus bingenensis,Fabaceae,Pondosa,1,net,,351,,
25632606,5/23/2019,2019-05-23 18:31:51 UTC,792468,molfamily,https://www.inaturalist.org/observations/25632606,"Union County, US-OR, US",45.09372384,-117.7150969,24,Union,Oregon,United States,Fragaria vesca,Rosaceae,Pondosa,1,net,,352,,
25632670,5/23/2019,2019-05-23 19:00:31 UTC,792468,molfamily,https://www.inaturalist.org/observations/25632670,"97814, Baker City, OR, US",45.06368141,-117.706832,48,Union,Oregon,United States,Hydrophyllum capitatum,Boraginaceae,Pondosa,1,net,,353,,
25632730,5/23/2019,2019-05-23 19:04:17 UTC,792468,molfamily,https://www.inaturalist.org/observations/25632730,"97814, Baker City, OR, US",45.06368315,-117.7067805,8,Union,Oregon,United States,Ribes cereum,Grossulariaceae,Pondosa,1,net,,354,,
25632975,5/23/2019,2019-05-23 19:13:25 UTC,792468,molfamily,https://www.inaturalist.org/observations/25632975,"97814, Baker City, OR, US",45.0635424,-117.7066155,96,Union,Oregon,United States,Drymocallis arguta,Rosaceae,Pondosa,1,net,,355,,
25637568,5/23/2019,2019-05-23 20:47:23 UTC,1560167,annelesenne,https://www.inaturalist.org/observations/25637568,"Humboldt, Portland, OR, USA",45.56346783,-122.672193,5,Multnomah,Oregon,United States,,,PCC Cascade campus,1,net,,52320191,,
25642348,5/23/2019,2019-05-23 21:26:41 UTC,1450900,karenrichards,https://www.inaturalist.org/observations/25642348,"97405, Eugene, OR, US",44.01417542,-123.1413727,3000,Lane,Oregon,United States,Rubus ursinus,Rosaceae,Gillette property,11,net,,2,,
25643551,5/23/2019,2019-05-23 22:27:57 UTC,1450900,karenrichards,https://www.inaturalist.org/observations/25643551,"97405, Eugene, OR, US",44.01417541,-123.1413727,3000,Lane,Oregon,United States,Bellis perennis,Asteraceae,Gillette property,5,net,,3,,
25648825,5/23/2019,2019-05-23 23:30:00 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/25648825,,,,3,,,,Digitalis purpurea,Plantaginaceae,"Multnomah co., Portland, southeast 48th near Bybee",2,net,,1,,
25648942,5/23/2019,2019-05-23 23:30:00 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/25648942,,,,9,,,,Aquilegia vulgaris,Ranunculaceae,"Portland, southeast 48th near Bybee",3,net,,2,,
25649102,5/23/2019,2019-05-23 23:55:00 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/25649102,,,,5,,,,Salvia officinalis,Lamiaceae,"Multnomah, Portland, southeast 48th neat Bybee",5,net,,3,,
25649306,5/23/2019,2019-05-24 00:10:00 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/25649306,,,,9,,,,Cornus sericea,Cornaceae,"Multnomah, Portland, southeast 48th near Bybee",5,net,,4,,
25650289,5/23/2019,2019-05-23 22:51:37 UTC,1450900,karenrichards,https://www.inaturalist.org/observations/25650289,"1209–1213 W 52nd Ave, Eugene, OR, US",43.99999016,-123.1329239,12,Lane,Oregon,United States,Heracleum maximum,Apiaceae,Gillette property,7,net,,4,,
25651558,5/23/2019,2019-05-24 01:25:53 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/25651558,,,,6,,,,,,"Multnomah, Portland, southeast 48th near Bybee",2,net,,6,,
25651641,5/23/2019,2019-05-24 00:24:46 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/25651641,,,,9,,,,Philadelphus coronarius,Hydrangeaceae,"Multnomah, Portland, southeast 48th near Bybee",15,net,,5,,
25651724,5/22/2019,2019-05-22 23:45:00 UTC,841568,lohump,https://www.inaturalist.org/observations/25651724,"Wild Iris Ridge Park, Eugene, Lane County, OR, USA",44.018,-123.156,20,Lane,Oregon,United States,Heracleum maximum,Apiaceae,"Eugene, Wild Iris Ridge Park",10,net,,5,,
25651819,5/23/2019,2019-05-24 00:30:00 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/25651819,,,,5,,,,Vaccinium ovatum,Ericaceae,"Multnomah, Portland, southeast 48th near Bybee",1,net,,7,,
25651887,5/23/2019,2019-05-24 01:37:40 UTC,792468,molfamily,https://www.inaturalist.org/observations/25651887,"97826, Echo, OR, US",45.7213434,-119.3014188,12,Umatilla,Oregon,United States,Amsinckia lycopsoides,Boraginaceae,Echo,1,net,,356,,
25651941,5/23/2019,2019-05-24 01:38:42 UTC,792468,molfamily,https://www.inaturalist.org/observations/25651941,"97826, Echo, OR, US",45.72131593,-119.3013514,16,Umatilla,Oregon,United States,Sisymbrium altissimum,Brassicaceae,Echo,1,net,,357,,
25652231,5/23/2019,2019-05-24 01:44:58 UTC,792468,molfamily,https://www.inaturalist.org/observations/25652231,"97826, Echo, OR, US",45.72104595,-119.3014793,16,Umatilla,Oregon,United States,Crepis atribarba,Asteraceae,Echo,1,net,,358,,
25652683,5/23/2019,2019-05-23 20:42:34 UTC,327525,brianalindh,https://www.inaturalist.org/observations/25652683,"Willamette University, Salem, OR, US",44.936845,-123.0318222,10,Marion,Oregon,United States,Ceanothus thyrsiflorus,Rhamnaceae,Willamette University,4,net,,171,,
25652730,5/23/2019,2019-05-23 22:03:16 UTC,327525,brianalindh,https://www.inaturalist.org/observations/25652730,"Willamette University, Salem, OR, US",44.93662833,-123.0289695,65,Marion,Oregon,United States,Eriophyllum,Asteraceae,Willamette University,2,net,,172,,
25652763,5/23/2019,2019-05-23 22:09:42 UTC,327525,brianalindh,https://www.inaturalist.org/observations/25652763,"Willamette University, Salem, OR, US",44.93612,-123.0292667,30,Marion,Oregon,United States,Physocarpus capitatus,Rosaceae,Willamette University,2,net,,173,,
25654377,5/23/2019,2019-05-23 20:24:26 UTC,890797,tiliamae,https://www.inaturalist.org/observations/25654377,"126 Bonlinda Ln, Williams, OR, US",42.21140333,-123.30925,5,Josephine,Oregon,United States,Spiraea nipponica,Rosaceae,Herb Pharm education garden,5,net,,13,,
25656413,5/23/2019,2019-05-23 16:27:59 UTC,792775,dto,https://www.inaturalist.org/observations/25656413,"Medical Springs, OR 97814, USA",45.0144904,-117.636639,116,Union,Oregon,United States,Arctostaphylos adenotricha,Ericaceae,medicine,1,net,,115,,
25656423,5/23/2019,2019-05-23 17:08:37 UTC,792775,dto,https://www.inaturalist.org/observations/25656423,"Union County, US-OR, US",45.1026995,-117.6925532,32,Union,Oregon,United States,Hydrophyllum capitatum,Boraginaceae,p,1,net,,116,,
25656444,5/23/2019,2019-05-23 18:25:53 UTC,792775,dto,https://www.inaturalist.org/observations/25656444,"Union County, US-OR, US",45.09354029,-117.7151958,17,Union,Oregon,United States,,,p,1,net,,117,,
25656470,5/23/2019,2019-05-23 19:04:54 UTC,792775,dto,https://www.inaturalist.org/observations/25656470,"Baker City, OR 97814, USA",44.7931376,-117.8155387,3000,Baker,Oregon,United States,Viola purpurea,Violaceae,p,1,net,,118,,
25656484,5/23/2019,2019-05-23 19:17:50 UTC,792775,dto,https://www.inaturalist.org/observations/25656484,"Baker City, OR 97814, USA",44.7931376,-117.8155387,3000,Baker,Oregon,United States,Ribes cereum,Grossulariaceae,p,1,net,,119,,
25656495,5/23/2019,2019-05-24 01:52:57 UTC,792775,dto,https://www.inaturalist.org/observations/25656495,"Echo, OR 97826, USA",45.72162237,-119.3011527,8,Umatilla,Oregon,United States,Amsinckia lycopsoides,Boraginaceae,echo,1,net,,120,,
25660817,5/23/2019,2019-05-23 21:54:31 UTC,841568,lohump,https://www.inaturalist.org/observations/25660817,"Eugene, OR 97405, USA",43.99826431,-123.1398926,,Lane,Oregon,United States,Rubus ursinus,Rosaceae,"Eugene, 1 mile southwest of",13,net,,1,,
25660829,5/23/2019,2019-05-23 20:15:52 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/25660829,"Jackson County, US-OR, US",42.07185528,-123.1933648,96,Jackson,Oregon,United States,Phacelia,Boraginaceae,,7,net,,120,,
25660836,5/23/2019,2019-05-23 22:01:53 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/25660836,"Jackson County, US-OR, US",42.0714,-123.1916,1183184,Jackson,Oregon,United States,Lathyrus,Fabaceae,"OR: Jackson Co., Carberry Creek Camp",8,net,,121,,
25661009,5/23/2019,2019-05-23 21:58:44 UTC,841568,lohump,https://www.inaturalist.org/observations/25661009,"Eugene, OR 97405, USA",43.99839783,-123.1398849,,Lane,Oregon,United States,Sidalcea malviflora,Malvaceae,"Eugene, 1 mile southwest of",1,net,,2,,
25661013,5/23/2019,2019-05-23 22:37:37 UTC,841568,lohump,https://www.inaturalist.org/observations/25661013,"Eugene, OR 97405, USA",43.99838638,-123.1338425,,Lane,Oregon,United States,,,"Eugene, 1 mile southwest of",3,net,,3,,
25661449,5/23/2019,2019-05-24 01:45:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/25661449,"Jackson County, US-OR, US",42.0667,-123.1689,,Jackson,Oregon,United States,Prunus virginiana,Rosaceae,"OR: Jackson Co., Carberry Creek Camp",5,net,,122,,
25663262,5/23/2019,2019-05-24 00:15:44 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/25663262,"Silver Lake, OR 97638, USA",43.219855,-121.173976,24,Lake,Oregon,United States,Ribes cereum,Grossulariaceae,"Deschutes National Forest, NF 2780 at intersection with road 277",2,net,,275,,
25681371,5/24/2019,2019-05-24 14:04:00 UTC,770229,englerj,https://www.inaturalist.org/observations/25681371,"Troutdale, OR 97060, USA",45.554836,-122.3842195,31,Multnomah,Oregon,United States,Geum macrophyllum,Rosaceae,Natural Area Restoration,1,net,,3,,
25681513,5/24/2019,2019-05-24 14:10:00 UTC,770229,englerj,https://www.inaturalist.org/observations/25681513,"Troutdale, OR 97060, USA",45.554836,-122.3842195,31,Multnomah,Oregon,United States,Phacelia heterophylla,Boraginaceae,Natural Area Restoration,2,net,,1,,
25681595,5/24/2019,2019-05-24 14:03:00 UTC,770229,englerj,https://www.inaturalist.org/observations/25681595,"Troutdale, OR 97060, USA",45.554836,-122.3842195,31,Multnomah,Oregon,United States,Sidalcea campestris,Malvaceae,Natural Area Restoration,4,net,,2,,
25681856,5/24/2019,2019-05-24 14:34:00 UTC,770229,englerj,https://www.inaturalist.org/observations/25681856,"Troutdale, OR 97060, USA",45.554836,-122.3842195,31,Multnomah,Oregon,United States,,,Natural Area Restoration,10,net,,5,,
25683688,5/23/2019,2019-05-23 22:15:00 UTC,843723,pandg,https://www.inaturalist.org/observations/25683688,"Deschutes Co., Sisters",44.422,-121.587,,Jefferson,Oregon,United States,Purshia tridentata,Rosaceae,"Deschutes Co., Sisters",1,net,,R1,,
25683775,5/23/2019,2019-05-23 22:15:00 UTC,843723,pandg,https://www.inaturalist.org/observations/25683775,"Deschutes Co., Sisters",44.422,-121.587,,Jefferson,Oregon,United States,Purshia tridentata,Rosaceae,"Deschutes Co., Sisters",,net,,R1,,
25684214,5/24/2019,2019-05-24 17:24:27 UTC,858490,heike_williams,https://www.inaturalist.org/observations/25684214,"Metolius, OR 97741, USA",44.680932,-121.1544474,7,Jefferson,Oregon,United States,,,"Madras, COAREC",3,net,,31,,
25684258,5/23/2019,2019-05-23 22:45:00 UTC,843723,pandg,https://www.inaturalist.org/observations/25684258,"Deschutes Co., Sisters",44.42,-121.587,,Jefferson,Oregon,United States,Balsamorhiza sagittata,Asteraceae,"Deschutes Co., Sisters",7,net,,R2,,
25684301,5/24/2019,2019-05-24 17:49:38 UTC,858490,heike_williams,https://www.inaturalist.org/observations/25684301,"Metolius, OR 97741, USA",44.68089963,-121.1544817,7,Jefferson,Oregon,United States,,,mustard COAREC,5,net,,32,,
25685560,5/23/2019,2019-05-23 22:45:00 UTC,843723,pandg,https://www.inaturalist.org/observations/25685560,"Deschutes Co., Sisters",44.422,-121.587,,Jefferson,Oregon,United States,Balsamorhiza sagittata,Asteraceae,"Deschutes County, Sisters, Road 11",9,net,,G1,,
25689591,5/24/2019,2019-05-24 18:18:00 UTC,770229,englerj,https://www.inaturalist.org/observations/25689591,"Troutdale, OR 97060, USA",45.554836,-122.3842195,31,Multnomah,Oregon,United States,Taraxacum officinale,Asteraceae,Natural Area Restoration,2,net,,6,,
