id,user_id,place_guess,latitude,longitude,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,species_guess,scientific_name,field:flower bee is visiting,field:location name,field:number of bees collected,field:oba collection method,field:oba collector id,field:sample id,field:trap installed,field:trap removed
12285646,792083,"Hazelwood Park, Albany, OR, US",44.6222883333,-123.1260138333,,Linn,Oregon,United States,Oregon,common dandelion,Taraxacum officinale,,"Hazelwood Park, Albany",3,net,IDZ,11,"",""
12285738,792083,"Oregon State University, Corvallis, OR, US",44.5586729749,-123.2882195805,,Benton,Oregon,United States,Oregon,Columbian Larkspur,Delphinium trolliifolium,,OCCUH,2,net,KDZ,12,"",""
12311023,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.1712294239,-123.1855605056,,Yamhill,Oregon,United States,Oregon,Lacy Phacelia,Phacelia tanacetifolia,,"McMinnville, O'Loughlin Farms",1,net,Mol,99,"",""
12314983,816767,"Yamhill County, US-OR, US",45.134007,-123.372707,,Yamhill,Oregon,United States,Oregon,"",,,,1,net,jt,10,,
12336550,792775,"12439-12533 SE Burns Rd, McMinnville, OR 97128, USA",45.1706285,-123.1860995,,Yamhill,Oregon,United States,Oregon,Lacy phacelia,Phacelia tanacetifolia,,O'Loughlin farms,14,net,dto,dto11,,
12339892,271351,Luckiamute State Natural Area,44.73122,-123.15314,,Polk,Oregon,United States,Oregon,Rubus parviflorus,Rubus parviflorus,,Luckiamute State Natural Area,1,net,JAB,9,,
12339933,271351,Luckiamute State Natural Area,44.73117,-123.15244,,Polk,Oregon,United States,Oregon,Raphanus sativus,Raphanus sativus,,Luckiamute State Natural Area,1,net,JAB,10,,
12340018,271351,Luckiamute State Natural Area,44.73117,-123.15244,,Polk,Oregon,United States,Oregon,Trifolium repens,Trifolium repens,,Luckiamute State Natural Area,1,net,JAB,11,,
12340077,271351,Luckiamute State Natural Area,44.73892,-123.14405,,Polk,Oregon,United States,Oregon,"",,,Luckiamute State Natural Area,2,vane trap,JAB,12,05-07-2018 16:00,05-08-2018 13:40
12340800,271351,Luckiamute State Natural Area ,44.73117,-123.15244,,Polk,Oregon,United States,Oregon,Rubus parviflorus,Rubus parviflorus,,Luckiamute State Area,1,net,TER,19,,
12340878,271351,Luckiamute State Natural Area ,44.73117,-123.15244,,Polk,Oregon,United States,Oregon,Rubus parviflorus,Rubus parviflorus,,Luckiamute State Natural Area,2,net,TER,20,,
12340921,271351,Luckiamute State Natural Area ,44.73277,-123.1517,,Polk,Oregon,United States,Oregon,"",,,Luckiamute State Natural Area,1,net,TER,21,,
12340970,271351,Luckiamute State Natural Area ,44.73277,-123.1517,,Polk,Oregon,United States,Oregon,Raphanus sativus,Raphanus sativus,,Luckiamute State Natural Area,1,net,TER,22,,
12341055,271351,Luckiamute State Natural Area ,44.73277,-123.1517,,Polk,Oregon,United States,Oregon,Raphanus sativus,Raphanus sativus,,Luckiamute State Natural Area,2,net,TER,23,,
12341742,271351,Luckiamute River Landing,44.73394,-123.16446,,Polk,Oregon,United States,Oregon,Rubus parviflorus,Rubus parviflorus,,Luckiamute River Landing,3,net,TER,24,,
12341768,271351,Luckiamute River Landing,44.73394,-123.16446,,Polk,Oregon,United States,Oregon,Bellis perennis,Bellis perennis,,Luckiamute River Landing,1,net,TER,25,,
12341892,271351,Luckiamute State Natural Area,44.73117,-123.15244,,Polk,Oregon,United States,Oregon,"",,,Luckiamute State Natural Area,1,net,TER,26,,
12341938,271351,Luckiamute State Natural Area,44.73117,-123.15244,,Polk,Oregon,United States,Oregon,Trifolium repens,Trifolium repens,,Luckiamute State Natural Area,1,net,TER,27,,
12355945,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.1711210616,-123.1860645914,,Yamhill,Oregon,United States,Oregon,Weigela,Weigela,,"McMinnville, O'Loughlin Farms",1,net,Mol,100,"",""
12362330,754260,"Benton County, US-OR, US",44.54734249,-123.30132603,,Benton,Oregon,United States,Oregon,Nootka Rose,Rosa nutkana,,Sunset Park,1,net,EW,18,,
12363804,754260,"Sunset Park, 4567 SW Country Club Drive, Corvallis, OR 97333, USA",44.5477,-123.305,,Benton,Oregon,United States,Oregon,Common Hawthorn,Crataegus monogyna,,Sunset Park,1,net,EW,19,,
12367374,175529,"2000–2002 SW 45th St, Corvallis, OR, US",44.5485175029,-123.3007185907,,Benton,Oregon,United States,Oregon,Oxeye Daisy,Leucanthemum vulgare,,"",2,net,JLP,28,"",""
12367713,175529,"1648–1660 SW 45th Pl, Corvallis, OR, US",44.5497638919,-123.3007801139,,Benton,Oregon,United States,Oregon,thimbleberry,Rubus parviflorus,,"",1,net,JLP,29,"",""
12386165,793138,Rolling Hills Rd,44.759065,-123.232464,,Polk,Oregon,United States,Oregon,Common Dandelion,Taraxacum officinale,,,1,net,PW,25,,
12386204,793138,Rolling Hills Rd,44.759065,-123.232464,,Polk,Oregon,United States,Oregon,Rhododendrons and Azaleas,Rhododendron,,,1,net,PW,26,,
12386228,793138,Rolling Hills Rd,44.759065,-123.232464,,Polk,Oregon,United States,Oregon,Rhododendrons and Azaleas,Rhododendron,,,1,net,PW,27,,
12386500,793138,"Sunset Park, Corvallis",44.54777,-123.301421,,Benton,Oregon,United States,Oregon,Nootka Rose,Rosa nutkana,,,1,net,PW,28,,
12386607,793138,"Sunset Park, Corvallis",44.548354,-123.301185,,Benton,Oregon,United States,Oregon,Common Daisy,Bellis perennis,,,1,net,PW,29,,
12386684,793138,"Sunset Park, Corvallis",44.5485,-123.301177,,Benton,Oregon,United States,Oregon,Common Daisy,Bellis perennis,,,1,net,PW,30,,
12386749,793138,"SAGE Garden, Corvallis",44.549359,-123.300533,,Benton,Oregon,United States,Oregon,turnip rabe,,,,1,net,PW,31,,
12386800,793138,"Sunset Park, Corvallis",44.547243,-123.301346,,Benton,Oregon,United States,Oregon,Nootka Rose,Rosa nutkana,,,1,net,PW,32,,
12390574,941488,"10924 SE Pardee St, Portland, OR, US",45.4885901465,-122.5508125966,Portland,Multnomah,Oregon,United States,Oregon,creeping woodsorrel,Oxalis corniculata,,Backyard,8,net,JDG,A1,"",""
12392485,941488,"10925 SE Long St, Portland, OR, US",45.4884803854,-122.5508106687,Portland,Multnomah,Oregon,United States,Oregon,,Scilla peruviana,,Backyard,5,net,JDG,A2,"",""
12394225,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59910888,-123.31519621,,Benton,Oregon,United States,Oregon,Douglas' Meadowfoam,Limnanthes douglasii,,backyard,4,net,EW,20,,
12394601,941488,"4608 SE 108th Pl, Portland, OR, US",45.4886079999,-122.5510122535,Portland,Multnomah,Oregon,United States,Oregon,,Geranium robertianum,,Backyard,4,net,JDG,A3,"",""
12396280,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59880615,-123.3153396,,Benton,Oregon,United States,Oregon,Shortspur Seablush,Plectritis congesta,,backyard,6,net,EW,21,,
12396630,843723,"Harney Co.,Hwy 20, 20 miles West of Burns",43.515932,-119.110415,,Harney,Oregon,United States,Oregon,Ribes aureum,Ribes aureum,,Hwy 20 west of Burns,4,net,RLP,13,,
12397214,843723,"Harney Co.,Hwy 20, 7 miles East of Burns",43.632143,-118.643168,,Harney,Oregon,United States,Oregon,antelope brush,Purshia tridentata,,7 miles east of Burns on Hwy 20,1,net,RLP,14,,
12397415,843723,"Harney Co.,Hwy 20, 8 miles East of Burns",43.709622,-118.516825,,Harney,Oregon,United States,Oregon,Hairy White-Top,Lepidium appelianum,,8 miles east of Burns,5,net,RLP,15,,
12397596,843723,"Malheur Co., Succor Crk. campground",43.45206,-117.119954,,Malheur,Oregon,United States,Oregon,Willows,Salix,,Succor Creek Campground,7,net,RLP,16,,
12397731,843723,"Malheur Co., Succor Crk. campground",43.45206,-117.119954,,Malheur,Oregon,United States,Oregon,Astragalus phillipes,,,Succor Crk. Campground,0,net,RLP,17,,
12397840,843723,"Malheur Co., 1 mile south of Succor Crk. campground",43.443585,-117.117594,,Malheur,Oregon,United States,Oregon,Beardtongues,Penstemon,,1 mile south of Succor Crk. Camp,5,net,RLP,18,,
12397971,843723,"Malheur Co., 4 miles south of Succor Crk. campground",43.374997,-117.119139,,Malheur,Oregon,United States,Oregon,Hooker's Balsamroot,Balsamorhiza hookeri,,3 miles south of Succor Crk. Campground,8,net,RLP,19,,
12398202,843723,"Malheur Co., 4 miles south of Succor Crk. campground",43.377368,-117.118367,,Malheur,Oregon,United States,Oregon,Hairy White-Top,Lepidium appelianum,,3 miles South of Succor Crk. Campground,4,net,RLP,20,,
12398439,843723,"Malheur Co., 1 mile down Leslie Gulch Rd.",43.315969,-117.215512,,Malheur,Oregon,United States,Oregon,Delphinium sp.,Delphinium,,1 mile down Leslie Gulch,3,net,RLP,21,,
12398546,843723,"Malheur Co., 1 mile down Leslie Gulch Rd.",43.306976,-117.229932,,Malheur,Oregon,United States,Oregon,Silverleaf phacelia,Phacelia hastata,,mile down Leslie Gulch,1,net,RLP,22,,
12398632,843723,"Malheur Co., 3 mile down Leslie Gulch Rd.",43.293983,-117.253278,,Malheur,Oregon,United States,Oregon,Chokecherry,Prunus virginiana,,3 miles down Leslie Gulch,2,net,RLP,24,,
12398789,843723,"Malheur Co., 6 mile down Leslie Gulch Rd.",43.290484,-117.327436,,Malheur,Oregon,United States,Oregon,antelope brush,Purshia tridentata,,6 miles down Leslie Gulch,5,net,RLP,25,,
12400376,843723,"Harney Co.,Hwy 20, 20 miles West of Burns",43.592194,-119.054625,,Harney,Oregon,United States,Oregon,golden currant,Ribes aureum,,"west of Burns, OR",5,net,GP,13,,
12400473,843723,"Harney Co.,Hwy 20, 7 miles east of Burns",43.614001,-119.003142,,Harney,Oregon,United States,Oregon,Hairy White-Top,Lepidium appelianum,,"east of Burns, OR",2,net,GP,14,,
12400617,843723,"Malheur Co., Succor Crk. campground",43.453508,-117.120211,,Malheur,Oregon,United States,Oregon,Salix sp.,Salix,,Succor Creek Campground,10,net,GP,15,,
12400651,843723,"Malheur Co., Succor Crk. campground",43.453508,-117.120211,,Malheur,Oregon,United States,Oregon,common stork's-bill,Erodium cicutarium,,Succor Creek Campground,2,net,GP,16,,
12400759,843723,"Malheur Co., Succor Crk. Rd.",43.450829,-117.120812,,Malheur,Oregon,United States,Oregon,basalt milkvetch,Astragalus filipes,,Succor Creek Rd.,4,net,GP,17,,
12400815,843723,"Malheur Co., Succor Crk. Road",43.450829,-117.120812,,Malheur,Oregon,United States,Oregon,Penstemon sp.,Penstemon,,Succor Creek Road,1,net,GP,18,,
12401037,843723,"Malheur Co., Succor Crk. Road",43.350052,-117.118237,,Malheur,Oregon,United States,Oregon,Hooker's Balsamroot,Balsamorhiza hookeri,,Succor Creek Rd.,14,net,GP,19,,
12401102,843723,"Malheur Co., Succor Crk. Road",43.350052,-117.118237,,Malheur,Oregon,United States,Oregon,western stoneseed,Lithospermum ruderale,,Succor Creek Rd.,1,net,GP,20,,
12401154,843723,"Malheur Co., Succor Crk. Road",43.350052,-117.118237,,Malheur,Oregon,United States,Oregon,Hairy White-Top,Lepidium appelianum,,Succor Creek Rd.,1,net,GP,21,,
12401193,843723,"Malheur Co., Succor Crk. Road",43.350052,-117.118237,,Malheur,Oregon,United States,Oregon,Hairy White-Top,Lepidium appelianum,,Succor Creek Rd.,1,net,GP,22,,
12401309,843723,"Malheur Co., Leslie Gulch",43.293565,-117.254506,,Malheur,Oregon,United States,Oregon,Silverleaf phacelia,Phacelia hastata,,Leslie Gulch,16,net,GP,23,,
12401346,843723,"Malheur Co., Leslie Gulch",43.293565,-117.254506,,Malheur,Oregon,United States,Oregon,chokecherry,Prunus virginiana,,Leslie Gulch,3,net,GP,24,,
12401644,843723,"Malheur Co., Malheur NWR French Round Barn, 3 mi. west of",43.038056,-118.745041,,Harney,Oregon,United States,Oregon,Chorispora tenella,Chorispora tenella,,Malheur NWR near French round barn,3,net,GP,25,,
12401708,843723,"Malheur Co., Malheur NWR French Round Barn, 3 mi. west of",43.01848,-118.850098,,Harney,Oregon,United States,Oregon,Salix sp.,Salix,,Hwy 205 near French Glen,10,net,GP,26,,
12401789,843723,"Malheur Co., Page Springs Campground",42.803997,-118.866963,,Harney,Oregon,United States,Oregon,Thermopsis rhombifolia,Thermopsis rhombifolia,,Page Springs CG,4,net,GP,27,,
12404003,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13393946,-123.3723173944,,Yamhill,Oregon,United States,Oregon,Pussy-ears,Calochortus tolmiei,,gvr,4,net,jt,19,"",""
12404242,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1335930778,-123.3725848609,,Yamhill,Oregon,United States,Oregon,Man-roots,Marah,,gvr,1,net,jt,20,"",""
12405858,843723,"Malhuer Co., Malhuer Nat. Wildlife Ref.,1 mile southwest of Peter French round barn",43.104051,-118.695602,,Harney,Oregon,United States,Oregon,crossflower,Chorispora tenella,,1 mile southwest of Pete French's Round Barn,4,net,RLP,26,,
12406043,843723,"Malhuer Co., Malhuer Nat. Wildlife Ref.,Page Springs Campground ",42.801739,-118.866301,,Harney,Oregon,United States,Oregon,Thermopsis,Thermopsis,,Page Springs Campground,3,net,RLP,27,,
12423596,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.6030041902,-123.2646836155,,Benton,Oregon,United States,Oregon,stonecrops,Sedum,,"",8,net,JLP,30,"",""
12428178,818691,"Lane County, US-OR, US",43.9494307805,-123.9013431409,,Lane,Oregon,United States,Oregon,Candy Flower,Claytonia sibirica,,Sweet Creek Falls trail,1,net,LD,7,"",""
12429471,818691,"Lane County, US-OR, US",43.9554597577,-123.9008586669,,Lane,Oregon,United States,Oregon,trailing blackberry,Rubus ursinus,,Sweet Creek Falls trail,3,net,LD,8,"",""
12429551,818691,"20270–20276 Highway 126, Noti, OR, US",44.0532686888,-123.533055978,,Lane,Oregon,United States,Oregon,,Cytisus scoparius,,Roadside hwy 126,2,net,LD,9,"",""
12430020,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.6026915871,-123.2643159853,,Benton,Oregon,United States,Oregon,Rhododendrons and Azaleas,Rhododendron,,"",2,net,JLP,31,"",""
12452850,843723,"Crook Co., Mill Creek Rd.",44.438909,-120.583993,,Crook,Oregon,United States,Oregon,Saskatoon,Amelanchier alnifolia,,Mill Creek Rd. near NF33,1,net,RLP,28,,
12453084,843723,"Crook Co., Mill Creek, Wildcat Campground Trail",44.442234,-120.570582,,Crook,Oregon,United States,Oregon,Lithophragma tenellum,Lithophragma tenellum,,"Mill Creek, Wildcat Campground trail",1,net,RLP,29,,
12453223,843723,"Crook Co., Mill Creek, Wildcat Campground Trail",44.442234,-120.570582,,Crook,Oregon,United States,Oregon,willows,Salix,,"Mill Creek, Wildcat Campground trail",4,net,RLP,30,,
12453427,843723,"Crook Co., Mill Creek, Wildcat Campground Trail",44.442341,-120.569756,,Crook,Oregon,United States,Oregon,ballhead waterleaf,Hydrophyllum capitatum,,"Mill Cry, Wildcat campgound trail",3,net,RLP,31,,
12453523,843723,"Crook Co., Mill Creek, Wildcat Campground Trail",44.442341,-120.569756,,Crook,Oregon,United States,Oregon,common dandelion,Taraxacum officinale,,Wildcat Campground Trail,2,net,RLP,32,,
12457281,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2584234141,-123.0742583807,,Yamhill,Oregon,United States,Oregon,thimbleberry,Rubus parviflorus,,"Dayton, Winter's Hill Estate",15,net,Mol,101,"",""
12458043,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2583882231,-123.0745100526,,Yamhill,Oregon,United States,Oregon,Columbian Larkspur,Delphinium trolliifolium,,"Dayton, Winter's Hill Estate",1,net,Mol,102,"",""
12458164,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2581768792,-123.0750068286,,Yamhill,Oregon,United States,Oregon,Horse-chestnut,Aesculus hippocastanum,,"Dayton, Winter's Hill Estate",8,net,Mol,103,"",""
12458398,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2581976804,-123.0746674625,,Yamhill,Oregon,United States,Oregon,Thalictroideae,Thalictroideae,,"Dayton, Winter's Hill Estate",1,net,Mol,104,"",""
12458490,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2582100166,-123.0743599851,,Yamhill,Oregon,United States,Oregon,Beach Strawberry,Fragaria chiloensis,,"Dayton, Winter's Hill Estate",5,net,Mol,105,"",""
12458932,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2582549927,-123.0742539736,,Yamhill,Oregon,United States,Oregon,California poppy,Eschscholzia californica,,"Dayton, Winter's Hill Estate",6,net,Mol,106,"",""
12459491,792775,"Yamhill County, US-OR, US",45.25876419,-123.07421888,,Yamhill,Oregon,United States,Oregon,Meadow Checker-mallow,Sidalcea campestris,,winter's hill estate,11,net,dto,dto12,,
12459504,792775,"Oregon, US",45.2822570792,-123.0055576935,,Yamhill,Oregon,United States,Oregon,Riverbank Lupine,Lupinus rivularis,,winter's hill eatate,16,net,dto,dto13,,
12459512,792775,"6600 NE Breyman Orchards Rd, Dayton, OR 97114, USA",45.2645699,-123.0594082,,Yamhill,Oregon,United States,Oregon,California poppy,Eschscholzia californica,,winter's hill estate,5,net,dto,dto14,,
12459524,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.25843189,-123.07474726,,Yamhill,Oregon,United States,Oregon,columbines,Aquilegia,,winter's hill estate,1,net,dto,dto15,,
12459784,843723,"Crook Co., Mill Creek Rd.",44.438669,-120.58406,,Crook,Oregon,United States,Oregon,golden currant,Ribes aureum,,Mill Creek Rd. near NF33,3,net,GP,28,,
12459829,843723,"Crook Co., Mill Creek Rd.",44.438669,-120.58406,,Crook,Oregon,United States,Oregon,Saskatoon,Amelanchier alnifolia,,Mill Creek Rd. near NF33,5,net,GP,29,,
12459936,843723,"Crook Co., Mill Creek Rd.",44.440048,-120.580071,,Crook,Oregon,United States,Oregon,Blue-eyed Marys,Collinsia,,Wildcat Campground Trail,2,net,GP,30,,
12460019,843723,"Crook Co., Mill Creek Rd.",44.440048,-120.580071,,Crook,Oregon,United States,Oregon,Wax Currant,Ribes cereum,,"Mill Creek, Wildcat campgound trail",1,net,GP,31,,
12460108,843723,"Crook Co., Mill Creek Rd.",44.440048,-120.580071,,Crook,Oregon,United States,Oregon,ballhead waterleaf,Hydrophyllum capitatum,,"Mill Creek, Wildcat Campground trail",1,net,GP,32,,
12460112,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.598907,-123.315119,,Benton,Oregon,United States,Oregon,Red Osier Dogwood,Cornus sericea,,backyard,6,net,EW,22,,
12460605,792468,"Oregon, US",45.2392622604,-123.0465712322,,Yamhill,Oregon,United States,Oregon,Riverbank Lupine,Lupinus rivularis,,"Dayton, Winter's Hill Estate",7,net,Mol,107,"",""
12461356,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59894687,-123.3151859,,Benton,Oregon,United States,Oregon,Bird's-eye Gilia,Gilia tricolor,,backyard,5,net,EW,23,,
12462951,854908,"Multnomah County, US-OR, US",45.54358827,-122.75079548,,Multnomah,Oregon,United States,Oregon,Chives,Allium schoenoprasum,,7144 NW Thompson Road,1,net,ENR,8,,
12463039,818691,"91 Madison St, Eugene, OR, US",44.0590801975,-123.1032070891,,Lane,Oregon,United States,Oregon,Rosa ‘Alberic Barbier’,Rosa,,My garden,2,net,LD,10,"",""
12464446,792468,"2010 NE Lafayette Ave, McMinnville, OR, US",45.2235422563,-123.1753121101,,Yamhill,Oregon,United States,Oregon,roses,Rosa,,"McMinnville, Yamhill County Extension Offce",2,net,Mol,108,"",""
12468673,384451,"Columbia County, Oregon, Fairgrounds",45.848936,-122.86942,,Columbia,Oregon,United States,Oregon,Common Dandelion,Taraxacum officinale,,"Oregon, St. Helens, Fairgrounds, Demogarden",2,net,DRB,1,,
12471655,384451,"Oregon, Scappoose, Brimacombe",45.78537,-122.886832,,Columbia,Oregon,United States,Oregon,Cherry,,,"Oregon, Scappoose, Brimacombe",1,net,DRB,2,,
12471914,384451,"Oregon, Aurora, NWREC",45.281278,-122.749645,,Clackamas,Oregon,United States,Oregon,Dandelion,Taraxacum officinale,,"Oregon, Aurora, NWREC",1,net,DRB,3,,
12472000,384451,"Oregon, Multnomah Village, Maplewood School",45.471311,-122.729909,Portland,Multnomah,Oregon,United States,Oregon,ground nesters,,,"Oregon, Multnomah Village, Maplewood School",1,net,DRB,4,,
12472128,384451,"Oregon, Scappoose, Brimacombe",45.78537,-122.886833,,Columbia,Oregon,United States,Oregon,dandelions,Taraxacum,,"Oregon, Scappoose, Brimacombe",1,net,DRB,5,,
12472267,384451,"Oregon, Scappoose, Brimacombe",45.785099,-122.887533,,Columbia,Oregon,United States,Oregon,Bee on Rock,,,"Oregon, Scappoose, Brimacombe",1,net,DRB,6,,
12472629,384451,"Oregon, Scappoose, Brimacombe",45.785043,-122.885765,,Columbia,Oregon,United States,Oregon,Nomad Bees,Nomada,,"Oregon, Scappoose, Brimacombe",2,net,DRB,7,,
12473693,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59890524,-123.31552756,,Benton,Oregon,United States,Oregon,Oregon Lupine,Lupinus oreganus,,backyard,1,net,EW,24,,
12473700,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59877449,-123.31523217,,Benton,Oregon,United States,Oregon,Dwarf Checkermallow,Sidalcea malviflora,,backyard,5,net,EW,25,,
12481317,823959,"30414 Le Bleu Rd, Eugene, OR, US",43.9529551194,-123.144985512,,Lane,Oregon,United States,Oregon,2018 Nesting Boxes,,,"",0,net,NES,3,"",""
12494242,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.1831834843,-123.1770446391,,Yamhill,Oregon,United States,Oregon,Pacific Rhododendron,Rhododendron macrophyllum,,"McMinnville, O'Loughlin Farms",2,net,Mol,109,"",""
12495926,754260,"Benton County, US-OR, US",44.59468634,-123.30292396,,Benton,Oregon,United States,Oregon,Chokecherry,Prunus virginiana,,"City owned riparian habitat on west side of Glenridge Dr, opposite 2867 Glenridge Dr.",4,net,EW,26,,
12504728,384451,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,,Columbia,Oregon,United States,Oregon,camas,Camassia,,"Oregon, St. Helens, OSU Extension",3,net,DRB,8,,
12505562,384451,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,,Columbia,Oregon,United States,Oregon,shortspur seablush,Plectritis congesta,,"Oregon, St. Helens, OSU Extension",4,net,DRB,9,,
12505696,384451,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,,Columbia,Oregon,United States,Oregon,"Camas, Allium",,,"Oregon, St. Helens, OSU Extension",6,net,DRB,10,,
12505795,384451,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,,Columbia,Oregon,United States,Oregon,Seep Monkeyflower,Erythranthe guttata,,"Oregon, St. Helens, OSU Extension",2,net,DRB,11,,
12506047,384451,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,,Columbia,Oregon,United States,Oregon,Popcorn Flowers,Plagiobothrys,,"Oregon, St. Helens, OSU Extension",1,net,DRB,12,,
12524412,966840,"3831 Klindt Dr, The Dalles, OR, US",45.6302274624,-121.1980222912,,Wasco,Oregon,United States,Oregon,,,,"",5,net,MLS,1,"",""
12525100,792859,"3831 Klindt Dr, The Dalles, OR, US",45.6302383333,-121.1980533333,,Wasco,Oregon,United States,Oregon,Nevada Bumble Bee,Bombus nevadensis,,"",1,net,CV,1,"",""
12525954,824125,"Riverfront Trail, The Dalles, OR 97058, USA",45.6304512,-121.19816937,,Wasco,Oregon,United States,Oregon,Lance-leaved Coreopsis,Coreopsis lanceolata,,The DIG,1,net,KLO,13,,
12527145,429964,"Riverfront Trail, The Dalles, OR 97058, USA",45.63040276,-121.19810745,,Wasco,Oregon,United States,Oregon,,,,"",0,nest block,apm,block 130,,
12538356,429964,"Vietnam Veterans Memorial Highway, The Dalles, OR 97058, USA",45.6732348,-121.2645058,,Wasco,Oregon,United States,Oregon,Ceanothus,Ceanothus,,"",1,net,apm,15,,
12538376,429964,"5343-5573 Historic Columbia River Hwy, The Dalles, OR 97058, USA",45.66837605,-121.24569153,,Wasco,Oregon,United States,Oregon,Vetches,Vicia,,"",6,net,apm,16,,
12547496,858490,"1138 Swallow Ln, Redmond, OR 97756, USA",44.26419286,-121.2494315,,Deschutes,Oregon,United States,Oregon,wax currant,Ribes cereum,,"Redmond, Eagle Crest, river path",1,net,hw,7,,
12547615,800960,"Keewatin, Unorganized NU, , NU, CA",60.5869715652,-95.6999922711,,,,Canada,Nunavut,,Bombus vosnesenskii,,"","",net,PA,"","",""
12547678,858490,"7555 Falcon Crest Dr, Redmond, OR 97756, USA",44.26009843,-121.26412307,,Deschutes,Oregon,United States,Oregon,Basket of Gold,Aethionema saxatile,,"Redmond, Eagle Crest, convention center",1,net,HW,8,,
12550480,858490,"7210 Falcon Crest Dr, Redmond, OR 97756, USA",44.2617732,-121.2579597,,Deschutes,Oregon,United States,Oregon,Hawthorne,,,"Redmond, Eagle Crest, near Lake",5,net,hw,9,,
12556021,800960,"8633 Mosier the Dalles Hwy, Mosier, OR, US",45.6873733085,-121.38575295,,Wasco,Oregon,United States,Oregon,roses,Rosa,,Moiser,5,net,Pa,12,"",""
12559192,175529,"311 NW Lewisburg Ave, Corvallis, OR, US",44.6312045167,-123.2469149866,,Benton,Oregon,United States,Oregon,Fringe Cups,Tellima grandiflora,,Chintimini Wildlife Center,8,net,JLP,32,"",""
12559304,792083,"2000–2002 SW 45th St, Corvallis, OR, US",44.5493279491,-123.3000870981,,Benton,Oregon,United States,Oregon,"Twinberry,",,,"SAGE garden, Corvallis",7,net,KDZ,13,"",""
12563012,429964,"Mosier Plateau Trail, Mosier, OR 97040, USA",45.68691135,-121.38491038,,Wasco,Oregon,United States,Oregon,,,,"",0,nest block,apm,block175,,
12563016,429964,"Mosier Plateau Trail, Mosier, OR 97040, USA",45.68734181,-121.38634522,,Wasco,Oregon,United States,Oregon,,,,"",0,nest block,apm,block180,,
12563019,429964,"7725 Mosier-The Dalles Hwy, The Dalles, OR 97058, USA",45.6874803,-121.33842095,,Wasco,Oregon,United States,Oregon,,,,"",0,pan trap,apm,17,2018-05-17T16:54:00-07:00,2018-05-20T18:38:00-07:00
12563022,429964,"7725 Mosier-The Dalles Hwy, The Dalles, OR 97058, USA",45.68750882,-121.33842883,,Wasco,Oregon,United States,Oregon,Vetches,Vicia,,"",7,net,apm,18,,
12563026,429964,"6364-6638 Historic Columbia River Hwy, Mosier, OR 97040, USA",45.68124182,-121.29999887,,Wasco,Oregon,United States,Oregon,,,,"",0,pan trap,apm,19,2018-05-17T17:48:00-07:00,2018-05-20T18:50:00-07:00
12563031,429964,"5343-5573 Historic Columbia River Hwy, The Dalles, OR 97058, USA",45.66812988,-121.24346177,,Wasco,Oregon,United States,Oregon,,,,"",0,pan trap,apm,20,2018-05-17T18:05:00-07:00,2018-05-20T19:08:00-07:00
12563037,429964,"5343-5573 Historic Columbia River Hwy, The Dalles, OR 97058, USA",45.66801779,-121.24356924,,Wasco,Oregon,United States,Oregon,,,,"",0,vane trap,apm,21,2018-05-17T18:11:00-07:00,2018-05-20T19:11:00-07:00
12563423,271351,Minto Brown Island Park,44.91936,-123.07877,,Marion,Oregon,United States,Oregon,Cornus stolonifera californica,Cornus sericea occidentalis,,Minto Brown Island Park,4,net,TER,28,,
12563461,271351,Minto Brown Island Park,44.91936,-123.07877,,Marion,Oregon,United States,Oregon,thimbleberry,Rubus parviflorus,,Minto Brown Island Park,2,net,TER,29,,
12563582,271351,Luckiamute River Landing,44.73394,-123.163519,,Polk,Oregon,United States,Oregon,"",,,Luckiamute River Landing,4,vane trap,TER,30,5/13/2018 14:05,5/14/2018 16:00
