id,observed_on,user_id,place_guess,latitude,longitude,place_town_name,scientific_name,field:location name,field:number of bees collected,field:oba collection method,field:oba collector id,field:sample id,field:trap installed,field:trap removed
11544906,4/19/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,,,6,pan trap,PW,12,4/17/2018 10:15,4/19/2018 11:40
11545136,4/20/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,,,3,pan trap,PW,13,4/17/2018 10:15,4/20/2018 16:45
11545327,4/24/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,,,1,net,PW,14,,
11545417,4/24/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Malus,,1,net,PW,15,,
11583628,4/21/2018,754260,"Benton County, US-OR, US",44.59912414,-123.3152924,,,backyard,1,net,EW,10,,
11649063,4/28/2018,808137,"Oregon State University, Corvallis, OR, US",44.55889296,-123.2879842,,Bellis,,2,net,RM,1,,
11668792,4/28/2018,808137,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.60292066,-123.2648052,,Rosmarinus officinalis,,2,net,RM,2,,
11670288,4/28/2018,818691,"Quarry Rd, Springfield, OR, US",44.00520648,-122.9805123,,Camassia quamash,"Oregon, Eugene Mt. Pisgah Arboretum",1,net,LD,LD3,,
11672500,4/28/2018,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.60310821,-123.2646609,,Ceanothus,,1,net,JLP,16,,
11673856,4/28/2018,818691,"Quarry Rd, Springfield, OR, US",44.0056164,-122.9809536,,Camassia quamash,Oregon Eugene Mt Pisgah Arboretum,1,net,LD,LD4,,
11780734,3/15/2017,175529,1255 NW Highland Dell Dr.,44.603,-123.264,,Osmia,,3,net,JLP,7,,
11909430,4/30/2018,429964,"SW Campus Way, Corvallis, OR 97330, USA",44.56599744,-123.311298,,,,0,nest block,apm,block144,,
11919128,4/30/2018,792083,"1165 NW Monroe Ave, Corvallis, OR, US",44.56716803,-123.2692924,,Ceanothus,,1,net,KDZ,7,,
12049842,5/2/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17086309,-123.1858414,,Phacelia tanacetifolia,McMinnville O'Loughlin Farms,11,net,Mol,45,,
12050744,5/2/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17133055,-123.1858928,,Raphanus,McMinnville O'Loughlin Farms,9,net,Mol,46,,
12051501,5/2/2018,754260,"6364-6638 Historic Columbia River Hwy, Mosier, OR 97040, USA",45.67595904,-121.2949945,,Lupinus latifolius,Old Columbia River Highway roadside,6,net,EW,13,,
12053185,5/2/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17102069,-123.1859767,,Ribes odoratum,McMinnville O'Loughlin Farms,1,net,Mol,47,,
12053756,5/2/2018,754260,"6364-6638 Historic Columbia River Hwy, Mosier, OR 97040, USA",45.67584018,-121.2950667,,Senecio integerrimus,Old Columbia River Highway roadside,1,net,EW,14,,
12053781,5/2/2018,754260,"6364-6638 Historic Columbia River Hwy, Mosier, OR 97040, USA",45.67582692,-121.2950952,,Lomatium triternatum,Old Columbia River Highway roadside,8,net,EW,15,,
12054508,5/2/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17124045,-123.1856171,,Boraginaceae,McMinnville O'Loughlin Farms,1,net,Mol,48,,
12055405,5/2/2018,754260,"6364-6638 Historic Columbia River Hwy, Mosier, OR 97040, USA",45.67555202,-121.2953814,,Lomatium nudicaule,Old Columbia River Highway roadside,9,net,EW,16,,
12056042,5/2/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25817308,-123.0745414,,,Winter's Hill Estate,2,net,Mol,49,,
12056847,5/2/2018,754260,"Vietnam Veterans Memorial Highway, Mosier, OR 97040, USA",45.68757202,-121.4278109,,Penstemon barrettiae,"Russ Jolley wayside, Hwy 84 westbound, milepost 68",3,net,EW,17,,
12057038,5/2/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25794376,-123.074932,,Ceanothus,Winter's Hill Estate,37,net,Mol,50,,
12057594,5/2/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25830485,-123.0754986,,Raphanus,"Dayton, Winter's Hill Estate",4,net,Mol,51,,
12057952,5/2/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25832424,-123.0759666,,Brassica rapa,"Dayton, Winter's Hill Estate",28,net,Mol,52,,
12058043,5/2/2018,792083,"Hazelwood Park, Albany, OR, US",44.62223701,-123.1267021,,Camassia,,,net,,,,
12060116,5/2/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25804281,-123.0740902,,,"Dayton, Winter's Hill Estate",1,net,Mol,53,,
12060586,5/2/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2581781,-123.0742122,,Doronicum,"Dayton, Winter's Hill Estate",4,net,Mol,54,,
12060774,5/2/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25820144,-123.0746566,,Arbutus,"Dayton, Winter's Hill Estate",0,net,Mol,55,,
12063798,5/2/2018,792468,"Joe Dancer Park, Yamhill County, US-OR, US",45.21187128,-123.1768049,,Raphanus,"McMinnville, Joe Dancer Park",6,net,Mol,56,,
12063882,5/2/2018,792468,"Joe Dancer Park, McMinnville, OR, US",45.21160446,-123.1763169,,Crataegus douglasii,"McMinnville, Joe Dancer Park",3,net,Mol,57,,
12064454,5/2/2018,792468,"Joe Dancer Park, McMinnville, OR, US",45.21249201,-123.1746134,,Bellis perennis,"McMinnville, Joe Dancer Park",4,net,Mol,58,,
12097130,5/3/2018,858490,"Deschutes County, US-OR, US",44.26769421,-121.2570214,,Ribes cereum,"Redmond, Eagle Crest, river path",1,net,hw,5,,
12097325,5/3/2018,858490,"6986 Thunderbird Ct, Redmond, OR 97756, USA",44.26562366,-121.2510072,,Ribes cereum,"Redmond, Eagle Crest, river path",2,net,hw,6,,
12097710,5/3/2018,861496,"1700 Condor Dr, Redmond, OR, US",44.25998572,-121.262627,,Berberis aquifolium,"Eagle Crest Resort, Redmond",3,net,NP,4,,
12099674,5/3/2018,861496,"1590 Mountain Quail Dr, Redmond, OR, US",44.25975249,-121.2626159,,Berberis aquifolium,"Eagle Crest Resort, Redmond",4,net,NP,5,,
12102169,5/3/2018,861496,"900–986 Cline Falls State Park, Redmond, OR, US",44.26729815,-121.2548596,,Berberis aquifolium,"Eagle Crest Resort, Redmond",3,net,Np,6,,
12103427,5/3/2018,792083,"6468–6612 NW Oak Creek Dr, Corvallis, OR, US",44.57621621,-123.3269947,,Magnoliopsida,Oak Creek entrance to Bald Hill,2,net,KDZ,9,,
12103439,5/3/2018,792468,"Wortman City Park, McMinnville, OR, US",45.22392942,-123.1815215,,Taraxacum,"McMinnville, Wortman Park",7,net,Mol,59,,
12103479,5/3/2018,792468,"200–398 NW Star Mill Way, McMinnville, OR, US",45.21049377,-123.2028737,,Taraxacum,"McMinnville, City Park",1,net,Mol,60,,
12103524,5/3/2018,792468,"138 NW Park Dr, McMinnville, OR, US",45.20969816,-123.2010348,,Bellis perennis,"McMinnville, City Park",12,net,Mol,61,,
12104063,5/3/2018,792468,"138 NW Park Dr, McMinnville, OR, US",45.21001285,-123.2019451,,Veronica filiformis,"McMinnville, City Park",4,net,Mol,62,,
12104221,5/3/2018,792468,"200–398 NW Star Mill Way, McMinnville, OR, US",45.20976226,-123.2019708,,Ranunculus repens,McMinnville City Park,1,net,Mol,63,,
12104503,5/3/2018,792468,"138 NW Park Dr, McMinnville, OR, US",45.21050744,-123.2019494,,Veronica serpyllifolia,"McMinnville, City Park",3,net,Mol,64,,
12104586,5/3/2018,792468,"138 NW Park Dr, McMinnville, OR, US",45.21030658,-123.2021204,,Rubus ursinus,McMinnville City Park,9,net,Mol,65,,
12105510,5/3/2018,792468,"100–168 NW 2nd St, McMinnville, OR, US",45.20935942,-123.2009544,,Hyacinthoides hispanica,"McMinnville, City Park",10,net,Mol,66,,
12108633,5/3/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17154561,-123.1859989,,Crataegus monogyna,McMinnville O'Loughlin Farms,2,net,Mol,67,,
12111320,4/22/2018,271351,Near Ankeny Wildlife Refuge,44.76802,-123.07394,,Bellis perennis,Near AWR,1,net,TER,13,,
12111526,4/22/2018,271351,Near Ankeny Wildlife Refuge,44.77,-123.07721,,Taraxacum officinale,Near AWR,2,net,JAB,6,,
12111844,4/26/2018,271351,Minto Brown Island Park,44.91936,-123.07877,,,Minto Brown Island Park,4,vane trap,TER,14,4/25/2018 10:52,4/26/2018 13:25
12111896,5/3/2018,843723,"Oregon, Deschutes Co., Eagle Crest Resort",44.267811,-121.257389,,Ribes cereum,Eagle Crest Resort,4,net,RLP,9,,
12111923,4/26/2018,271351,Minto Brown Island Park,44.91936,-123.07877,,Berberis aquifolium,Minto Brown Island Park,1,net,TER,15,,
12111960,4/26/2018,271351,Minto Brown Island Park,44.91936,-123.07877,,,Minto Brown Island Park,1,net,TER,16,,
12112126,4/26/2018,271351,Minto Brown Island Park,44.91936,-123.07877,,Berberis aquifolium,Minto Brown Island Park,4,net,TER,17,,
12112181,4/26/2018,271351,Minto Brown Island Park,44.91936,-123.07877,,Berberis aquifolium,Minto Brown Island Park,1,net,TER,18,,
12112255,4/26/2018,271351,Minto Brown Island Park,44.91936,-123.07877,,,Minto Brown Island Park,1,net,JAB,7,,
12112273,4/26/2018,271351,Minto Brown Island Park,44.91936,-123.07877,,,Minto Brown Island Park,2,net,JAB,8,,
12112429,5/3/2018,843723,"Dechutes Co., Eagle Crest Resort",44.267413,-121.252503,,Ribes cereum,Eagle crest,2,net,RLP,10,,
12112525,5/3/2018,843723,"Dechutes Co., Eagle Crest Resort",44.266414,-121.251001,,Ribes cereum,Eagle Crest Resort,1,net,RLP,11,,
12127420,5/2/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Brassica oleracea,,2,net,PW,16,,
12127549,5/3/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Acer palmatum,,1,net,PW,17,,
12127595,5/3/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,,,2,net,PW,18,,
12133058,5/4/2018,792468,"Discovery Meadows Community Park, McMinnville, OR, US",45.19792461,-123.2179831,,Bellis perennis,McMinnville Park,1,net,Mol,68,,
12133690,5/4/2018,792468,"13298–13924 SE Burns Rd, McMinnville, OR, US",45.16483804,-123.183731,,Camassia,"McMinnville, Burns Rd",2,net,Mol,69,,
12138701,5/4/2018,175529,"8590 NW Oak Creek Dr, Corvallis, OR, US",44.60124977,-123.3347623,,Geranium robertianum,,1,net,JLP,17,,
12142855,5/4/2018,843723,"Deschutes Co, Bend, Lava Island Falls",43.987026,-121.399042,,Arctostaphylos patula,"Deschutes River, Lava Island Falls",3,net,RLP,12,,
12150673,5/4/2018,841568,"Lane County, US-OR, US",44.03285343,-123.0944441,,Wisteria,LOH yard,11,net,LOH,10,,
12151377,5/4/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17505766,-123.1829771,,Hydrophyllum tenuipes,"McMinnville, O'Loughlin Farms",1,net,Mol,70,,
12151425,5/4/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17493538,-123.1830112,,Rubus ursinus,"McMinnville, O'Loughlin Farms",16,net,Mol,71,,
12152633,5/3/2018,841568,"Lane County, OR, USA",43.832825,-122.770851,,Fragaria virginiana,Lost Creek,7,net,LOH,8,,
12152685,5/3/2018,841568,,,,,Whipplea modesta,Lost Creek logging road cut,12,net,LOH,9,,
12163348,3/28/2018,854908,"7144 NW Thompson Road, Portland, Oregon 97229",45.543713,-122.750923,,,,1,net,ENR,1,,
12164082,5/5/2018,854908,"Multnomah County, US-OR, US",45.54408732,-122.7500734,,,"7144 NW Thompson Road, Portland, OR",0,net,ENR,2,,
12164311,5/5/2018,792468,"6730 SE Booth Bend Rd, McMinnville, OR, US",45.16917688,-123.1850479,,Raphanus,"McMinnville, O'Loughlin Farms",58,net,Mol,72,,
12166931,5/4/2018,808137,"Benton County, US-OR, US",44.59992237,-123.3337492,,,,1,net,RM,3,,
12167323,5/4/2018,808137,"Benton County, US-OR, US",44.60107732,-123.3349935,,Claytonia sibirica,,1,net,RM,5,,
12167346,5/5/2018,808137,"Oregon State University, Corvallis, OR, US",44.55920908,-123.2881011,,Bellis perennis,,1,net,RM,5,,
12167479,5/5/2018,429964,"753-853 SW 35th St, Corvallis, OR 97333, USA",44.5598512,-123.2882593,,Berberidaceae,oak creek,3,net,apm,11,,
12167860,5/5/2018,175529,"Oregon State University, Corvallis, OR, US",44.5590432,-123.2883344,,,,3,net,JLP,18,,
12168170,5/5/2018,175529,"Oregon State University, Corvallis, OR, US",44.5589,-123.2883447,,Camassia,,2,net,JLP,19,,
12168243,5/5/2018,175529,"Oregon State University, Corvallis, OR, US",44.55885742,-123.2885073,,Heracleum maximum,,1,net,JLP,20,,
12169007,5/5/2018,808137,"1201–1417 SW Allen St, Corvallis, OR, US",44.55498833,-123.2706317,,Camassia,,1,net,RM,6,,
12172810,5/3/2018,843723,Eagle Crest Resort river trail,44.26732,-121.254376,,Ribes cereum,Eagle Crest Resort river trail,2,net,GP,8,,
12172944,5/3/2018,843723,Eagle Crest Resort river trail,44.26719,-121.253582,,,Eagle Crest Resort river trail,2,net,GP,9,,
12173075,5/3/2018,843723,Eagle Crest Resort river trail,44.267328,-121.253196,,Ribes cereum,Eagle Crest Resort river trail,1,net,GP,10,,
12173170,5/3/2018,843723,Eagle Crest Resort river trail,44.267436,-121.252552,,Ribes cereum,Eagle Crest Resort river trail,7,net,GP,11,,
12173588,5/4/2018,843723,Deschutes River Lava Island Falls trailhead,43.985203,-121.399339,,Salix,Lava Island Falls trailhead,5,net,GP,12,,
12174828,5/5/2018,175529,"1201–1417 SW Allen St, Corvallis, OR, US",44.5548414,-123.2703579,,Camassia leichtlinii,Pioneer Park,4,net,JLP,21,5/5/2018 12:24,
12174870,5/5/2018,792468,"905 SE Vine St, McMinnville, OR, US",45.20401751,-123.1911377,,Geranium lucidum,McMinnville,2,net,Mol,73,,
12176073,5/5/2018,792468,"418 SW Brockwood Ave, McMinnville, OR, US",45.20641466,-123.2050233,,Veronica persica,McMinnville,1,net,Mol,74,,
12179292,5/5/2018,429964,"Benton County, US-OR, US",44.56012202,-123.2888956,,Ceanothus cuneatus,oak creek,3,net,apm,12,,
12179371,5/5/2018,429964,"671-733 SW 35th St, Corvallis, OR 97331, USA",44.56055649,-123.2888625,,Prunus,,3,net,apm,13,,
12179389,5/5/2018,429964,"1150 SW Philomath Blvd, Corvallis, OR 97333, USA",44.55474977,-123.2700239,,Camassia quamash quamash,pioneer park,7,net,apm,14,,
12180314,5/5/2018,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.6028837,-123.2645225,,,,12,net,JLP,22,,
12180507,5/5/2018,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.60270915,-123.264889,,,,1,net,JLP,23,,
12196420,5/6/2018,792468,"424 SW Brockwood Ave, McMinnville, OR, US",45.20616017,-123.2052525,,Myosotis sylvatica,"McMinnville, Gail Larkin Garden",4,net,Mol,75,,
12203695,5/6/2018,792468,"Discovery Meadows Community Park, McMinnville, OR, US",45.19846335,-123.2175806,,Taraxacum,"McMinnville, Discovery Meadows Community Park",1,net,Mol,76,,
12203958,5/6/2018,792468,"Discovery Meadows Community Park, McMinnville, OR, US",45.19854434,-123.2176204,,Viburnum davidii,"McMinnville, Discovery Meadows Community Park",2,net,Mol,77,,
12204259,5/6/2018,792468,"Discovery Meadows Community Park, McMinnville, OR, US",45.19854618,-123.2178603,,Crataegus,"McMinnville, Discovery Meadows Community Park",4,net,Mol,78,,
12204868,5/6/2018,792468,"1207 SW Patricia St, McMinnville, OR, US",45.19935155,-123.2162067,,,"McMinnville, Discovery Meadows Community Park",1,net,Mol,79,,
12205797,5/6/2018,792468,"12316–13296 SE Burns Rd, McMinnville, OR, US",45.16926881,-123.1861669,,Camassia,McMinnville SEBurns Rd,3,net,Mol,80,,
12206929,5/6/2018,792468,"1737 SW Songbird St, McMinnville, OR, US",45.20376639,-123.2210801,,Calendula,"McMinnville, Lynn Crowell",4,net,Mol,81,,
12207489,5/6/2018,792468,"1749 SW Songbird St, McMinnville, OR, US",45.20396075,-123.2211059,,Myosotis,"McMinnville, Lynn Crowell",1,net,Mol,82,,
12208156,5/6/2018,792468,"1122 SW Patricia St, McMinnville, OR, US",45.20068663,-123.215649,,Styrax japonicus,McMinnville Rehka Loomba garden,1,net,Mol,83,,
12210674,5/6/2018,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.60306555,-123.2645377,,,,5,net,JLP,24,,
12211814,5/6/2018,818691,"Lane Community College, Eugene, OR, US",44.06149829,-123.1041714,,Rhododendron,4j parking lot,2,net,LD,5,,
12211929,5/6/2018,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.60302372,-123.2644963,,Bombylius major,,3,net,JLP,25,,
12212773,5/6/2018,792468,"15100 NW Orchard View Rd, McMinnville, OR, US",45.24013198,-123.2693915,,Taraxacum,"McMinnville, Caiti Anderson",3,net,Mol,94,,
12212860,5/6/2018,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.60305855,-123.2646455,,Ceanothus thyrsiflorus,,4,net,JLP,26,,
12212970,5/6/2018,792468,"15150 NW Orchard View Rd, McMinnville, OR, US",45.24056209,-123.2703607,,Bellis perennis,"McMinnville, Caiti Anderson",3,net,Mol,85,,
12213258,5/6/2018,792468,"15100 NW Orchard View Rd, McMinnville, OR, US",45.24000471,-123.2693361,,Doronicum,"McMinnville, Caiti Anderson",6,net,Mol,86,,
12217597,5/6/2018,792083,"Oregon State University, Corvallis, OR, US",44.5675176,-123.283019,,Sorbus aucuparia,"OSU campus, east greenhouse parking",3,net,KDZ,10,,
12241577,5/7/2018,818691,"662 Clark St, Eugene, OR, US",44.05930634,-123.1027175,,Ilex aquifolium,Neighborhood alley,1,net,LD,6,,
12246163,5/7/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25797071,-123.0748085,,Ceanothus,"Dayton, Winter's Hill Estate",16,net,Mol,87,,
12246247,5/7/2018,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.60307598,-123.2644854,,Ceanothus thyrsiflorus thyrsiflorus,,4,net,JLP,27,,
12246521,5/7/2018,792468,"3685 NE Three Mile Ln, McMinnville, OR, US",45.25838409,-123.0755725,,Raphanus,"Dayton, Winter's Hill Estate",5,net,Mol,88,,
12246982,5/7/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25840906,-123.0756414,,Brassica rapa,"Dayton, Winter's Hill Estate",2,net,Mol,89,,
12247215,5/7/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2583024,-123.0747693,,Fragaria chiloensis,"Dayton, Winter's Hill Estate",1,net,Mol,90,,
12247344,5/7/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25822975,-123.0748997,,Lupinus,"Dayton, Winter's Hill Estate",1,net,Mol,91,,
12247758,5/7/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13374416,-123.3735313,,Brassica,gvr,2,net,jt,11,,
12249687,5/7/2018,792468,"4420 NE Duniway Rd, Dayton, OR, US",45.25772705,-123.0742198,,Vaccinium ovatum,"Dayton, Winter's Hill Estate",6,net,Mol,92,,
12269498,5/8/2018,816767,"17555 SW Gopher Valley Rd, Sheridan, OR, US",45.13350184,-123.373584,,Scandix pecten-veneris,gvr,3,net,jt,12,,
12269945,5/8/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1341107,-123.3741239,,Camassia leichtlinii,gvr,2,net,jt,13,,
12270633,5/8/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1345093,-123.3739978,,Ranunculus occidentalis,gvr,1,net,jt,14,,
12270982,5/8/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13517655,-123.3736018,,Hypochaeris radicata,gvr,1,net,jt,15,,
12271461,5/8/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13436388,-123.3738593,,Bellis perennis,gvr,1,net,jt,16,,
12272829,5/8/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13356247,-123.3734148,,Scandix pecten-veneris,"Sheridan, Jeanie Taylor",31,net,Mol,93,,
12273394,5/8/2018,816767,"Oregon, US",45.08208842,-123.3645992,,Lupinus rivularis,gvr,1,net,jt,17,,
12274362,5/8/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13385199,-123.3729007,,Eschscholzia californica,gvr,2,net,jt,18,,
12275168,5/8/2018,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.13380477,-123.3729962,,Rubus ursinus,Jeanie Taylor farm,1,net,dto,dto5,,
12275173,5/8/2018,792775,"17555 Gopher Valley Rd, Sheridan, OR 97378, USA",45.13339527,-123.3735727,,Scandix pecten-veneris,Jeanie Taylor farm,8,net,dto,dto6,,
12275225,5/8/2018,792775,"19381 SW Cherry Hill Rd, Sheridan, OR 97378, USA",45.1219089,-123.3744209,,Bellis perennis,jeanie taylor's farm,9,net,dto,dto7,,
12275237,5/8/2018,792775,"25601-26399 Valley View Ln, Sheridan, OR 97378, USA",45.110379,-123.3785999,,Crepis capillaris,Jeanie Taylor farm,10,net,dto,dto8,,
12275249,5/8/2018,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.1338088,-123.3729494,,Rosmarinus officinalis,Jeanie Taylor farm,16,net,dto,dto9,,
12275259,5/8/2018,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.1338088,-123.3729494,,Acer circinatum,Jeanie Taylor farm,7,net,dto,dto10,,
12278507,5/8/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13375756,-123.3737291,,Bellis perennis,"Sheridan, Jeanie Taylor",15,net,Mol,94,,
12278512,5/8/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13464667,-123.3740399,,Ranunculus occidentalis,"Sheridan, Jeanie Taylor",3,net,Mol,95,,
12278531,5/8/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13377439,-123.3729678,,Crepis capillaris,"Sheridan, Jeanie Taylor",15,net,Mol,96,,
12278701,5/8/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13387963,-123.3728112,,Eschscholzia californica,"Sheridan, Jeanie Taylor",1,net,Mol,97,,
12278808,5/4/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Brassica oleracea,,2,net,PW,19,,
12278847,5/5/2018,793138,Oak Creek,44.560465,-123.2886,,Taraxacum officinale,,1,net,PW,20,,
12278856,5/5/2018,793138,Oak Creek,44.560465,-123.2886,,Lupinus,,1,net,PW,21,,
12278875,5/5/2018,793138,Oak Creek,44.560465,-123.2886,,Taraxacum officinale,,1,net,PW,22,,
12278928,5/5/2018,793138,Pioneer Park,44.554823,-123.270407,,Camassia,,2,net,PW,23,,
12279017,5/5/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,,,16,pan trap,PW,24,5/4/2018 13:00,5/5/2018 14:30
12283589,5/8/2018,792468,"200 NE Kirby St, McMinnville, OR, US",45.20870983,-123.1870662,,Rhododendron maximum,"McMinnville, St James Church",5,net,Mol,98,,
12285646,5/8/2018,792083,"Hazelwood Park, Albany, OR, US",44.62228833,-123.1260138,,Taraxacum officinale,"Hazelwood Park, Albany",3,net,KDZ,11,,
12285738,5/6/2018,792083,"Oregon State University, Corvallis, OR, US",44.55867297,-123.2882196,,Delphinium trolliifolium,OCCUH,3,net,KDZ,12,,
12311023,5/9/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17122942,-123.1855605,,Phacelia tanacetifolia,"McMinnville, O'Loughlin Farms",1,net,Mol,99,,
12314983,4/23/2018,816767,"Yamhill County, US-OR, US",45.134007,-123.372707,,,,1,net,jt,10,,
12336550,5/10/2018,792775,"12439-12533 SE Burns Rd, McMinnville, OR 97128, USA",45.1706285,-123.1860995,,Phacelia tanacetifolia,O'Loughlin farms,14,net,dto,dto11,,
12339892,5/7/2018,271351,Luckiamute State Natural Area,44.73122,-123.15314,,Rubus parviflorus,Luckiamute State Natural Area,1,net,JAB,9,,
12339933,5/7/2018,271351,Luckiamute State Natural Area,44.73117,-123.15244,,Raphanus sativus,Luckiamute State Natural Area,1,net,JAB,10,,
12340018,5/8/2018,271351,Luckiamute State Natural Area,44.73117,-123.15244,,Trifolium repens,Luckiamute State Natural Area,1,net,JAB,11,,
12340077,5/8/2018,271351,Luckiamute State Natural Area,44.73892,-123.14405,,,Luckiamute State Natural Area,2,vane trap,JAB,12,5/7/2018 16:00,5/8/2018 13:40
12340800,5/7/2018,271351,Luckiamute State Natural Area ,44.73117,-123.15244,,Rubus parviflorus,Luckiamute State Area,1,net,TER,19,,
12340878,5/7/2018,271351,Luckiamute State Natural Area ,44.73117,-123.15244,,Rubus parviflorus,Luckiamute State Natural Area,2,net,TER,20,,
12340921,5/7/2018,271351,Luckiamute State Natural Area ,44.73277,-123.1517,,,Luckiamute State Natural Area,1,net,TER,21,,
12340970,5/7/2018,271351,Luckiamute State Natural Area ,44.73277,-123.1517,,Raphanus sativus,Luckiamute State Natural Area,1,net,TER,22,,
12341055,5/7/2018,271351,Luckiamute State Natural Area ,44.73277,-123.1517,,Raphanus sativus,Luckiamute State Natural Area,2,net,TER,23,,
12341742,5/8/2018,271351,Luckiamute River Landing,44.73394,-123.16446,,Rubus parviflorus,Luckiamute River Landing,3,net,TER,24,,
12341768,5/8/2018,271351,Luckiamute River Landing,44.73394,-123.16446,,Bellis perennis,Luckiamute River Landing,1,net,TER,25,,
12341892,5/8/2018,271351,Luckiamute State Natural Area,44.73117,-123.15244,,,Luckiamute State Natural Area,1,net,TER,26,,
12341938,5/8/2018,271351,Luckiamute State Natural Area,44.73117,-123.15244,,Trifolium repens,Luckiamute State Natural Area,1,net,TER,27,,
12355945,5/11/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17112106,-123.1860646,,Weigela,"McMinnville, O'Loughlin Farms",1,net,Mol,100,,
12362330,5/11/2018,754260,"Benton County, US-OR, US",44.54734249,-123.301326,,Rosa nutkana,Sunset Park,1,net,EW,18,,
12363804,5/11/2018,754260,"1861 SW 49th St, Corvallis, OR 97333, USA",44.54771343,-123.3050176,,Crataegus monogyna,Sunset Park,1,net,EW,19,,
12367374,5/11/2018,175529,"2000–2002 SW 45th St, Corvallis, OR, US",44.5485175,-123.3007186,,Leucanthemum vulgare,,2,net,JLP,28,,
12367713,5/11/2018,175529,"1648–1660 SW 45th Pl, Corvallis, OR, US",44.54976389,-123.3007801,,Rubus parviflorus,,1,net,JLP,29,,
12386165,5/11/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Taraxacum officinale,,1,net,PW,25,,
12386204,5/11/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Rhododendron,,1,net,PW,26,,
12386228,5/11/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Rhododendron,,1,net,PW,27,,
12386500,5/11/2018,793138,"Sunset Park, Corvallis",44.54777,-123.301421,,Rosa nutkana,,1,net,PW,28,,
12386607,5/11/2018,793138,"Sunset Park, Corvallis",44.548354,-123.301185,,Bellis perennis,,1,net,PW,29,,
12386684,5/11/2018,793138,"Sunset Park, Corvallis",44.5485,-123.301177,,Bellis perennis,,1,net,PW,30,,
12386749,5/11/2018,793138,"SAGE Garden, Corvallis",44.549359,-123.300533,,,,1,net,PW,31,,
12386800,5/11/2018,793138,"Sunset Park, Corvallis",44.547243,-123.301346,,Rosa nutkana,,1,net,PW,32,,
